cluster,labels,include,conceptId,category,prefLabel,note
http://id.worldcat.org/fast/1921743.,Soundscapes (Music),n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/1986235.,Linocuts.,y,linocuts,production-printing,Linocuts,"auto: reconciled to existing concept ""linocuts""; VERIFY"
http://id.worldcat.org/fast/1986258.,Relief prints.,y,relief-prints,production-printing,Relief prints,"auto: reconciled to existing concept ""relief-prints""; VERIFY"
http://id.worldcat.org/fast/1986271.,Playing cards.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/1986487.,Autobiographical fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://id.worldcat.org/fast/2003305.,Wheel charts.,n,,,,auto: unclassified; REVIEW
http://id.worldcat.org/fast/2015172.,Alphabet books.,n,,,,auto: unclassified; REVIEW
http://rdaregistry.info/termList/RDAMaterial/1030.,polyester,n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300015643,Reproductions.,n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300015643.,Reproductions.,n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300033618,Paintings (visual works),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://vocab.getty.edu/aat/300033618.,Paintings (visual works),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://vocab.getty.edu/aat/300033963.,Collages (visual works),y,collage,technique,Collage,"auto: reconciled to existing concept ""collage""; VERIFY"
http://vocab.getty.edu/aat/300033973,Drawings (visual works),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://vocab.getty.edu/aat/300036449.,Thumbtacks.,n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300047090,Sculpture (visual works),n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300053087.,Destruction (process),n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300177433.,Frescoes (paintings),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://vocab.getty.edu/aat/300203177.,Comic books.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
http://vocab.getty.edu/aat/300207697.,Movable books.,y,movable-books,binding-format,Toy and movable books,"auto: reconciled to existing concept ""movable-books""; VERIFY"
http://vocab.getty.edu/aat/300265483,Illuminated manuscripts.,n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300266022.,PDF.,n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300266304.,Rare books.,n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300311820.,Illustrated books.,n,,,,auto: unclassified; REVIEW
http://vocab.getty.edu/aat/300312364.,Sacks (generic containers),n,,,,auto: unclassified; REVIEW
https://en.homosaurus.org/v4/homoit0000316.,Crossdressers.,n,,,,auto: unclassified; REVIEW
https://en.homosaurus.org/v4/homoit0001642.,Trans women.,n,,,,auto: unclassified; REVIEW
https://homosaurus.org/v4/homoit0000436.,FtMs.,n,,,,auto: unclassified; REVIEW
https://homosaurus.org/v4/homoit0001025.,Mothers of transgender people.,n,,,,auto: unclassified; REVIEW
https://homosaurus.org/v4/homoit0001390.,Transgender artists.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://homosaurus.org/v4/homoit0001415.,Transgender identity.,n,,,,auto: unclassified; REVIEW
https://homosaurus.org/v4/homoit0001465.,Transitioning (Gender),n,,,,auto: unclassified; REVIEW
https://homosaurus.org/v4/homoit0001643.,Trans men.,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/ktg/NonFictionLiterature,Ej skönlitteratur,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Anarkism,Anarkism,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Artists%27%20books,Artists' books,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.kb.se/term/sao/Handel,Handel,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Hemligheter,Hemligheter,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Kapitalism,Kapitalism,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Konst,Konst,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Konstn%C3%A4rer,Konstnärer,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Kvinnor,Kvinnor,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Modern%20konst,Modern konst,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Parodier,Parodier,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Patienter,Patienter,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Patologer,Patologer,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Politik,Politik,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/sao/Socialism,Socialism,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/saogf/Biografier,Biografier,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/saogf/Kataloger,Kataloger,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/saogf/Konferenser,Konferenser,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/saogf/Parodier,Parodier,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/saogf/Romaner,Romaner,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/saogf/Tecknade%20serier,Tecknade serier,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/saogf/Thrillers,Thrillers,n,,,,auto: unclassified; REVIEW
https://id.kb.se/term/saogf/Utst%C3%A4llningskataloger,Utställningskataloger,n,,,,auto: unclassified; REVIEW
https://id.loc.gov/authorities/genreForms/gf2014026044,Anecdotes.,n,,,,auto: unclassified; REVIEW
https://id.loc.gov/authorities/genreForms/gf2014026049,Biographies.,n,,,,auto: unclassified; REVIEW
https://id.loc.gov/authorities/genreForms/gf2014026057,Catalogs.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2014026098,Exhibition catalogs.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2014026099,Facsimiles.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2014026110,Humor.,n,,,,auto: unclassified; REVIEW
https://id.loc.gov/authorities/genreForms/gf2014026111,Illustrated works.,n,,,,auto: unclassified; REVIEW
https://id.loc.gov/authorities/genreForms/gf2014026141,Personal correspondence.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2014026142,Personal narratives.,n,,,,auto: unclassified; REVIEW
https://id.loc.gov/authorities/genreForms/gf2014026201,Trivia and miscellanea.,n,,,,auto: unclassified; REVIEW
https://id.loc.gov/authorities/genreForms/gf2014026297,Drama.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2014026339,Fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2014026415,Literature.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2014026481,Poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2017026140,Case studies.,n,,,,auto: unclassified; REVIEW
https://id.loc.gov/authorities/genreForms/gf2017027249,Photographs.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
https://id.loc.gov/authorities/genreForms/gf2017027251,Pictures.,n,,,,auto: unclassified; REVIEW
kao//eng|20th-century,20th century,n,,,,auto: unclassified; REVIEW
kao//eng|artists,Artists,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
kao//eng|kruger-barbara,"Kruger, Barbara",n,,,,auto: unclassified; REVIEW
kao//eng|united-states,United States,n,,,,auto: unclassified; REVIEW
kao|1900-talet,1900-talet,n,,,,auto: unclassified; REVIEW
kao|f-renta-staterna,Förenta staterna,n,,,,auto: unclassified; REVIEW
kao|konstn-rer,Konstnärer,n,,,,auto: unclassified; REVIEW
kao|kruger-barbara,"Kruger, Barbara",n,,,,auto: unclassified; REVIEW
lcgft|academic-theses,Academic theses,n,,,,auto: unclassified; REVIEW
lcgft|accordion-fold-books,Accordion fold books.,y,accordion-fold,binding-format,Accordion fold format,"auto: reconciled to existing concept ""accordion-fold""; VERIFY"
lcgft|animated-films,Animated films,n,,,,auto: unclassified; REVIEW
lcgft|art,Art,n,,,,auto: unclassified; REVIEW
lcgft|artistamps,Artistamps.,n,,,,auto: unclassified; REVIEW
lcgft|artists-boks,Artists' boks.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|autobiographical-fiction,Autobiographical fiction,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|autobiographies,Autobiographies,n,,,,auto: unclassified; REVIEW
lcgft|bestiaries,Bestiaries,n,,,,auto: unclassified; REVIEW
lcgft|biographies,Biographies,n,,,,auto: unclassified; REVIEW
lcgft|board-books,Board books.,y,board-books,binding-format,Board books,"auto: reconciled to existing concept ""board-books""; VERIFY"
lcgft|collages,Collages.,y,collage,technique,Collage,"auto: reconciled to existing concept ""collage""; VERIFY"
lcgft|comedy-films,Comedy films.,n,,,,auto: unclassified; REVIEW
lcgft|comics-graphic-works,Comics (Graphic works),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|commemorative-works,Commemorative works,n,,,,auto: unclassified; REVIEW
lcgft|concrete-poetry,Concrete poetry. | Concrete poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|cookbooks,Cookbooks,n,,,,auto: unclassified; REVIEW
lcgft|cutout-animation-films,Cutout animation films,n,,,,auto: unclassified; REVIEW
lcgft|discographies,Discographies.,n,,,,auto: unclassified; REVIEW
lcgft|documentary-photographs,Documentary photographs.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|documentary-television-programs,Documentary television programs.,n,,,,auto: unclassified; REVIEW
lcgft|drawings,Drawings.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|encyclopedias,Encyclopedias.,n,,,,auto: unclassified; REVIEW
lcgft|exhibition-catalogs,Exhibition catalogs,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|experimental-poetry,Experimental poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|fables,Fables,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|feature-films,Feature films.,n,,,,auto: unclassified; REVIEW
lcgft|fiction,Fiction | Fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|fiction-films,Fiction films.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|film-adaptations,Film adaptations,n,,,,auto: unclassified; REVIEW
lcgft|firecrackers,Firecrackers.,n,,,,auto: unclassified; REVIEW
lcgft|flag-books,Flag books.,n,,,,auto: unclassified; REVIEW
lcgft|flip-books,Flip books.,y,flip-books,binding-format,Flip books,"auto: reconciled to existing concept ""flip-books""; VERIFY"
lcgft|hip-hop-music,Hip-hop (Music),n,,,,auto: unclassified; REVIEW
lcgft|horror-films,Horror films.,n,,,,auto: unclassified; REVIEW
lcgft|illustrated-books,Illustrated books.,n,,,,auto: unclassified; REVIEW
lcgft|illustrated-works,Illustrated works. | Illustrated works,n,,,,auto: unclassified; REVIEW
lcgft|independent-films,Independent films,n,,,,auto: unclassified; REVIEW
lcgft|instrumental-music,Instrumental music.,n,,,,auto: unclassified; REVIEW
lcgft|linocuts,Linocuts.,y,linocuts,production-printing,Linocuts,"auto: reconciled to existing concept ""linocuts""; VERIFY"
lcgft|lithographs,Lithographs.,y,lithographs,production-printing,Lithographs,"auto: reconciled to existing concept ""lithographs""; VERIFY"
lcgft|love-poetry,Love poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|mad-scientist-films,Mad scientist films.,n,,,,auto: unclassified; REVIEW
lcgft|mail-art,Mail art.,n,,,,auto: unclassified; REVIEW
lcgft|motion-pictures,Motion pictures,n,,,,auto: unclassified; REVIEW
lcgft|nonfiction-television-programs,Nonfiction television programs.,n,,,,auto: unclassified; REVIEW
lcgft|novels,Novels. | Novels,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|oral-interpretation-of-poetry,Oral interpretation of poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|periodicals,Periodicals.,n,,,,auto: unclassified; REVIEW
lcgft|photobooks,Photobooks. | Photobooks,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|pop-up-books,Pop-up books.,y,pop-up-books,binding-format,Pop-up books,"auto: reconciled to existing concept ""pop-up-books""; VERIFY"
lcgft|popular-music,Popular music.,n,,,,auto: unclassified; REVIEW
lcgft|portraits,Portraits.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|postcards,Postcards.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|prose-poems,Prose poems,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|rap-music,Rap (Music),n,,,,auto: unclassified; REVIEW
lcgft|reviews,Reviews.,n,,,,auto: unclassified; REVIEW
lcgft|rock-music,Rock music.,n,,,,auto: unclassified; REVIEW
lcgft|satirical-literature,Satirical literature,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|science-fiction-films,Science fiction films.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|screen-prints,Screen prints.,y,screen-printing,production-printing,Screen printing,"auto: reconciled to existing concept ""screen-printing""; VERIFY"
lcgft|short-films,Short films,n,,,,auto: unclassified; REVIEW
lcgft|short-stories,Short stories. | Short stories,n,,,,auto: unclassified; REVIEW
lcgft|songs,Songs,n,,,,auto: unclassified; REVIEW
lcgft|sound-recordings,Sound recordings.,n,,,,auto: unclassified; REVIEW
lcgft|specimens,Specimens.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|split-page-books,Split-page books.,y,split-page-books,binding-format,Split-page books,"auto: reconciled to existing concept ""split-page-books""; VERIFY"
lcgft|streaming-audio,Streaming audio.,n,,,,auto: unclassified; REVIEW
lcgft|toy-and-movable-books,Toy and movable books | Toy and movable books.,y,movable-books,binding-format,Toy and movable books,"auto: reconciled to existing concept ""movable-books""; VERIFY"
lcgft|toy-and-moveable-books,Toy and moveable books.,n,,,,auto: unclassified; REVIEW
lcgft|tunnel-books,Tunnel books.,y,tunnel-books,binding-format,Tunnel books,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
lcgft|video-recordings-for-hard-of-hearing-people,Video recordings for hard of hearing people.,n,,,,auto: unclassified; REVIEW
lcgft|visual-literature,Visual literature.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|visual-poetry,Visual poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|watercolors,Watercolors.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcgft|woodcuts,Woodcuts | Woodcuts.,y,woodcuts,production-printing,Woodcuts,"auto: reconciled to existing concept ""woodcuts""; VERIFY"
lcgft|zines,Zines | Zines.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcsh|artists-books,Artists' books,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcsh|baked-products,Baked products,n,,,,auto: unclassified; REVIEW
lcsh|experimental-fiction,Experimental fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcsh|paper-handmade,"Paper, Handmade. | Paper, handmade.",y,paper-handmade,material,"Paper, Handmade",auto: NEW material concept (best-guess); REVIEW id/label/category
lcsh|political-fiction,Political fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
lcsh|puddings,Puddings.,n,,,,auto: unclassified; REVIEW
lcsh|pulp-painting,Pulp painting.,y,pulp-painting,material,Pulp painting,auto: NEW material concept (best-guess); REVIEW id/label/category
lcsh|toy-and-movable-books,Toy and movable books.,y,movable-books,binding-format,Toy and movable books,"auto: reconciled to existing concept ""movable-books""; VERIFY"
lcsh|wood,Wood.,y,wood,material,Wood,"auto: reconciled to existing concept ""wood""; VERIFY"
lctgm|photographers,Photographers,n,,,,auto: unclassified; REVIEW
local|ab-smfa,AB (SMFA).,n,,,,auto: unclassified; REVIEW
local|abstractions-surrealism-fantastic-art,"Abstractions, Surrealism, fantastic art.",n,,,,auto: unclassified; REVIEW
local|accordion-bindings,Accordion bindings.,y,accordion-fold,binding-format,Accordion fold format,"auto: reconciled to existing concept ""accordion-fold""; VERIFY"
local|african-americans,African Americans,n,,,,auto: unclassified; REVIEW
local|american,American,n,,,,auto: unclassified; REVIEW
local|animals-birds,Animals: Birds.,n,,,,auto: unclassified; REVIEW
local|argentine,Argentine,n,,,,auto: unclassified; REVIEW
local|austrian,Austrian,n,,,,auto: unclassified; REVIEW
local|books-with-movable-illustrations,Books with movable illustrations,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|books-with-pop-up-illustrations,Books with pop-up illustrations,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|box-sets,Box sets.,n,,,,auto: unclassified; REVIEW
local|boxes,Boxes.,y,boxes,binding-format,Boxes,"auto: reconciled to existing concept ""boxes""; VERIFY"
local|british,British,n,,,,auto: unclassified; REVIEW
local|carousel-books,Carousel books.,y,carousel-books,binding-format,Carousel books,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
local|chicago-screw-binding,Chicago screw binding.,y,chicago-screw-binding,binding-format,Chicago screw binding,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
local|drawings-animals,Drawings: Animals.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|drawings-book-illustrations-dramatizations-representations-of-legends-etc,"Drawings: Book illustrations, dramatizations, representations of legends, etc.",n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|drawings-figures-other-than-portraits-men-full-length,Drawings: Figures other than portraits: Men: Full length.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|drawings-genre,Drawings: Genre.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|drawings-old-testament,Drawings: Old Testament.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|ethiopian-bindings,Ethiopian bindings.,y,ethiopian-bindings,binding-format,Ethiopian bindings,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
local|figures-other-than-portraits-children-single-and-groups,Figures other than portraits: Children: Single and groups.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|figures-other-than-portraits-women-with-hands,Figures other than portraits: Women: With hands.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|flemish,Flemish,n,,,,auto: unclassified; REVIEW
local|fold-out-books,Fold-out books.,n,,,,auto: unclassified; REVIEW
local|french,French,n,,,,auto: unclassified; REVIEW
local|frescoes-and-or-murals,Frescoes and / or murals.,n,,,,auto: unclassified; REVIEW
local|genre,Genre.,n,,,,auto: unclassified; REVIEW
local|genre-ballet-scenes-single-figures,Genre: Ballet scenes: Single figures.,n,,,,auto: unclassified; REVIEW
local|genre-dances,Genre: Dances.,n,,,,auto: unclassified; REVIEW
local|genre-domestic,Genre: Domestic.,n,,,,auto: unclassified; REVIEW
local|genre-games,Genre: Games.,n,,,,auto: unclassified; REVIEW
local|genre-horse-fairs-and-horse-racing,Genre: Horse fairs and horse racing.,n,,,,auto: unclassified; REVIEW
local|genre-outdoor-scenes,Genre: Outdoor scenes.,n,,,,auto: unclassified; REVIEW
local|genre-polite,Genre: Polite.,n,,,,auto: unclassified; REVIEW
local|genre-tavern-brawls-and-other-tavern-scenes,Genre: Tavern brawls and other tavern scenes.,n,,,,auto: unclassified; REVIEW
local|gocco,Gocco.,n,,,,auto: unclassified; REVIEW
local|illuminated-manuscript,Illuminated Manuscript.,n,,,,auto: unclassified; REVIEW
local|illustrated-books,Illustrated books.,n,,,,auto: unclassified; REVIEW
local|italian,Italian,n,,,,auto: unclassified; REVIEW
local|lithographs,Lithographs.,y,lithographs,production-printing,Lithographs,"auto: reconciled to existing concept ""lithographs""; VERIFY"
local|photographs-original,"Photographs, Original. | Photographs, Original",n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|portraits-men-portraits-name-of-subject,Portraits: Men: Portraits: Name of subject.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|portraits-men-with-hands-without-hats-head-to-right,Portraits: Men: With hands (without hats): Head to right.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
local|sculpture-mythological-and-allegorical,Sculpture: Mythological and allegorical.,n,,,,auto: unclassified; REVIEW
local|sculpture-nude-figures-single,Sculpture: Nude figures: Single.,n,,,,auto: unclassified; REVIEW
local|seascapes-and-coastal-scenes-with-land-only,Seascapes and coastal scenes: With land only.,n,,,,auto: unclassified; REVIEW
local|shaped-books,Shaped books,y,shaped-books,binding-format,Shaped books,"auto: reconciled to existing concept ""shaped-books""; VERIFY"
local|slipcases,Slipcases.,y,slipcases,binding-format,Slipcases,"auto: reconciled to existing concept ""slipcases""; VERIFY"
local|tab-closure,Tab closure.,n,,,,auto: unclassified; REVIEW
local|vehicles-etc,"Vehicles, etc.",n,,,,auto: unclassified; REVIEW
local|wordless-books,Wordless books.,n,,,,auto: unclassified; REVIEW
local|zines,Zines,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
nli|photography,Photography,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
nli|photography-artistic,"Photography, Artistic",n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|accordion-bindings,Accordion bindings.,y,accordion-fold,binding-format,Accordion fold format,"auto: reconciled to existing concept ""accordion-fold""; VERIFY"
none|alphabet-books,Alphabet books,n,,,,auto: unclassified; REVIEW
none|altered-books,Altered books.,n,,,,auto: unclassified; REVIEW
none|american-poetry,American poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|art,Art,n,,,,auto: unclassified; REVIEW
none|artist-s-books,Artist's books.,n,,,,auto: unclassified; REVIEW
none|bok,Bok,n,,,,auto: unclassified; REVIEW
none|children-s-periodicals,Children's periodicals.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|children-s-stories,Children's stories,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|concertina-bindings,Concertina bindings.,y,concertina-bindings,binding-format,Concertina bindings,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
none|dadaist-poetry,Dadaist poetry.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|downtown-writers,Downtown writers.,n,,,,auto: unclassified; REVIEW
none|electronic-books,Electronic books.,n,,,,auto: unclassified; REVIEW
none|exhibition-catalogs,Exhibition catalogs. | Exhibition catalogs,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|fantasy-fiction,Fantasy fiction.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|flag-books-toy-and-movable-books,Flag books (Toy and movable books),n,,,,auto: unclassified; REVIEW
none|fliers-printed-matter,Fliers (printed matter),n,,,,auto: unclassified; REVIEW
none|graphic-novels,Graphic novels.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|group-work-in-art,Group work in art.,n,,,,auto: unclassified; REVIEW
none|hand-bound-books,Hand-bound books.,n,,,,auto: unclassified; REVIEW
none|interview,Interview,n,,,,auto: unclassified; REVIEW
none|letterpress-prints,Letterpress prints.,y,letterpress-printing,production-printing,Letterpress printing,"auto: reconciled to existing concept ""letterpress-printing""; VERIFY"
none|limp-bindings,Limp bindings.,y,limp-bindings,binding-format,Limp bindings,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
none|love-poetry,Love poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|miniature-books,Miniature books.,y,miniature-books,binding-format,Miniature books,"auto: reconciled to existing concept ""miniature-books""; VERIFY"
none|non-adhesive-bindings,Non-adhesive bindings.,y,non-adhesive-bindings,binding-format,Non-adhesive bindings,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
none|offset-prints,Offset prints.,y,offset-printing,production-printing,Offset printing,"auto: reconciled to existing concept ""offset-printing""; VERIFY"
none|paper-bindings,Paper bindings.,y,paper,material,Paper,"auto: reconciled to existing concept ""paper""; VERIFY"
none|photography-artistic,"Photography, Artistic.",n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|photogravures,Photogravures.,n,,,,auto: unclassified; REVIEW
none|poetry,Poetry,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|pop-up-books,Pop-up books.,y,pop-up-books,binding-format,Pop-up books,"auto: reconciled to existing concept ""pop-up-books""; VERIFY"
none|postcards-aat,Postcards.aat.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|pulp-painting,Pulp painting.,y,pulp-painting,material,Pulp painting,auto: NEW material concept (best-guess); REVIEW id/label/category
none|textured-books,Textured books.,n,,,,auto: unclassified; REVIEW
none|theology,Theology,n,,,,auto: unclassified; REVIEW
none|toy-and-movable-books,Toy and movable books | Toy and movable books.,y,movable-books,binding-format,Toy and movable books,"auto: reconciled to existing concept ""movable-books""; VERIFY"
none|tracts-ephemera,Tracts (Ephemera),n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
none|tunnel-books,Tunnel books.,y,tunnel-books,binding-format,Tunnel books,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
none|underground-press-publications,Underground press publications,n,,,,auto: unclassified; REVIEW
none|visual-literature,Visual literature.,n,,,,"auto: genre/subject heading, not a construction method; VERIFY"
ram|art-et-photographie,Art et photographie.,n,,,,auto: unclassified; REVIEW
ram|edinburgh,Edinburgh,n,,,,auto: unclassified; REVIEW
ram|edinburgh-fruitmarket-gallery,"Edinburgh, Fruitmarket gallery",n,,,,auto: unclassified; REVIEW
ram|livres-d-artistes,Livres d'artistes. | Livres d'artistes,n,,,,auto: unclassified; REVIEW
ram|londres,Londres,n,,,,auto: unclassified; REVIEW
ram|londres-institute-of-contemporary-arts,"Londres, Institute of contemporary arts",n,,,,auto: unclassified; REVIEW
ram|poe-sie-concre-te,Poésie concrète.,n,,,,auto: unclassified; REVIEW
rbbind|accordion-fold-format-binding,Accordion fold format (Binding),y,accordion-fold,binding-format,Accordion fold format,"auto: reconciled to existing concept ""accordion-fold""; VERIFY"
rbbin|accordian-fold-format-binding,Accordian fold format (Binding),y,accordian-fold-format-binding,binding-format,Accordian fold format (Binding),auto: NEW binding-format concept (best-guess); REVIEW id/label/category
rbbin|accordion-fold-format,Accordion fold format | Accordion fold format.,y,accordion-fold,binding-format,Accordion fold format,"auto: reconciled to existing concept ""accordion-fold""; VERIFY"
rbbin|accordion-fold-format-binding,Accordion fold format (Binding) | Accordion fold format (Binding). | Accordion fold format (binding),y,accordion-fold,binding-format,Accordion fold format,"auto: reconciled to existing concept ""accordion-fold""; VERIFY"
rbbin|acordion-fold-format-binding,Acordion fold format (binding),y,acordion-fold-format-binding,binding-format,Acordion fold format (binding),auto: NEW binding-format concept (best-guess); REVIEW id/label/category
rbbin|bookbinding-binding,Bookbinding (Binding),y,bookbinding-binding,binding-format,Bookbinding (Binding),auto: NEW binding-format concept (best-guess); REVIEW id/label/category
rbbin|clamshell-boxes-binding,Clamshell boxes (Binding),y,clamshell-boxes-binding,binding-format,Clamshell boxes (Binding),auto: NEW binding-format concept (best-guess); REVIEW id/label/category
rbbin|corrugated-board-bindings,Corrugated board bindings.,y,corrugated-board-bindings,binding-format,Corrugated board bindings,"auto: reconciled to existing concept ""corrugated-board-bindings""; VERIFY"
rbbin|non-adhesive-bindings,Non-adhesive bindings.,y,non-adhesive-bindings,binding-format,Non-adhesive bindings,auto: NEW binding-format concept (best-guess); REVIEW id/label/category
